ruta,organos_totales,organos_fuera_isquemia,tiempo_medio_min,incidencias
Hospital Universitario del Henares â†’ Hospital Universitario General de Villalba,1.0,0.0,51.0,0.0
Hospital Universitario del Henares â†’ Hospital Universitario Infanta Elena,1.0,0.0,29.0,0.0
Hospital Universitario del Henares â†’ Hospital Universitario José Germain,1.0,0.0,26.0,0.0
Hospital Universitario del Henares â†’ Hospital Universitario Príncipe de Asturias,1.0,0.0,18.0,0.0
Hospital Universitario del Henares â†’ Hospital Universitario Santa Cristina,1.0,0.0,23.0,0.0
Hospital Universitario del Henares â†’ Hospital Universitario de Móstoles,1.0,0.0,27.0,0.0
Hospital Universitario del Henares â†’ Hospital Universitario de Torrejón,1.0,0.0,14.0,0.0
Hospital Universitario del Henares â†’ Hospital Universitario del Sureste,1.0,0.0,15.0,0.0
Hospital Universitario del Sureste â†’ Hospital Cantoblanco,1.0,0.0,26.0,0.0
Hospital Universitario del Sureste â†’ Hospital Central de la Defensa Gómez Ulla,1.0,0.0,36.0,0.0
Hospital Universitario del Sureste â†’ Hospital Enfermera Isabel Zendal,1.0,0.0,31.0,0.0
Hospital Universitario del Sureste â†’ Hospital Infantil Universitario Niño Jesús,1.0,0.0,15.0,0.0
Hospital Universitario del Sureste â†’ Hospital Universitario 12 de Octubre,1.0,0.0,30.0,0.0
Hospital Universitario del Sureste â†’ Hospital Universitario General de Villalba,1.0,0.0,41.0,0.0
Hospital Universitario del Sureste â†’ Hospital Universitario Príncipe de Asturias,1.0,0.0,19.0,0.0
Hospital Universitario del Sureste â†’ Hospital Universitario Santa Cristina,1.0,0.0,15.0,0.0
Hospital Universitario del Sureste â†’ Hospital Universitario de La Princesa,1.0,0.0,16.0,0.0
Hospital Universitario del Sureste â†’ Hospital Universitario de Móstoles,1.0,0.0,43.0,0.0
Hospital Virgen de la Torre â†’ Hospital Cantoblanco,1.0,0.0,20.0,0.0
Hospital Virgen de la Torre â†’ Hospital Carlos III,1.0,0.0,17.0,0.0
Hospital Virgen de la Torre â†’ Hospital Central de la Defensa Gómez Ulla,1.0,0.0,14.0,0.0
Hospital Virgen de la Torre â†’ Hospital El Escorial,1.0,0.0,39.0,0.0
Hospital Virgen de la Torre â†’ Hospital General Universitario Gregorio Marañón,1.0,0.0,11.0,0.0
Hospital Virgen de la Torre â†’ Hospital Infantil Universitario Niño Jesús,1.0,0.0,5.0,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario Infanta Sofía,1.0,0.0,22.0,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario José Germain,1.0,0.0,17.0,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario La Paz,1.0,0.0,12.0,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario Príncipe de Asturias,1.0,0.0,24.0,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario Puerta de Hierro Majadahonda,1.0,0.0,17.0,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario Rey Juan Carlos,1.0,0.0,22.0,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario Santa Cristina,1.0,0.0,8.0,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario de Fuenlabrada,1.0,0.0,20.0,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario de Móstoles,1.0,0.0,15.0,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario de Torrejón,1.0,0.0,16.0,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario del Sureste,1.0,0.0,17.0,0.0
